;power;timestamp;current;id;voltage;partial_energy;__collections__;modo
1747385053;4,65;2025-05-16 08:44:13;0,04;1747385053;117,62;0,0776;{};com_dimmer
1747385113;4,77;2025-05-16 08:45:13;0,04;1747385113;117,66;0,0795;{};com_dimmer
1747385173;4,93;2025-05-16 08:46:13;0,04;1747385173;122,02;0,0822;{};com_dimmer
1747385233;6,14;2025-05-16 08:47:13;0,05;1747385233;120,22;0,1023;{};com_dimmer
1747385293;4,69;2025-05-16 08:48:13;0,04;1747385293;113,12;0,0781;{};com_dimmer
1747385353;5,72;2025-05-16 08:49:13;0,05;1747385353;116,47;0,0954;{};com_dimmer
1747385413;4,76;2025-05-16 08:50:13;0,04;1747385413;116,32;0,0793;{};com_dimmer
1747385473;5,61;2025-05-16 08:51:13;0,05;1747385473;123,5;0,0934;{};com_dimmer
1747385533;5,7;2025-05-16 08:52:13;0,05;1747385533;117,82;0,095;{};com_dimmer
1747385593;5,13;2025-05-16 08:53:13;0,04;1747385593;117,58;0,0855;{};com_dimmer
1747385653;5,49;2025-05-16 08:54:13;0,05;1747385653;120,53;0,0915;{};com_dimmer
1747385713;5,95;2025-05-16 08:55:13;0,04;1747385713;138,85;0,0991;{};com_dimmer
1747385773;5,25;2025-05-16 08:56:13;0,04;1747385773;117,43;0,0875;{};com_dimmer
1747385833;5,78;2025-05-16 08:57:13;0,05;1747385833;126,24;0,0964;{};com_dimmer
1747385893;4,63;2025-05-16 08:58:13;0,04;1747385893;111,43;0,0772;{};com_dimmer
1747385953;6,26;2025-05-16 08:59:13;0,05;1747385953;121,68;0,1044;{};com_dimmer
1747386013;5,87;2025-05-16 09:00:13;0,05;1747386013;115,92;0,0978;{};com_dimmer
1747386073;5,6;2025-05-16 09:01:13;0,05;1747386073;115,25;0,0934;{};com_dimmer
1747386133;5,83;2025-05-16 09:02:13;0,05;1747386133;116,03;0,0972;{};com_dimmer
1747386193;5,71;2025-05-16 09:03:13;0,05;1747386193;116,01;0,0952;{};com_dimmer
1747386253;5,69;2025-05-16 09:04:13;0,05;1747386253;115,8;0,0948;{};com_dimmer
1747386313;6,24;2025-05-16 09:05:13;0,05;1747386313;117,81;0,1041;{};com_dimmer
1747386373;6,2;2025-05-16 09:06:13;0,05;1747386373;119,89;0,1034;{};com_dimmer
1747386433;6,77;2025-05-16 09:07:13;0,05;1747386433;127,34;0,1129;{};com_dimmer
1747386493;5,94;2025-05-16 09:08:13;0,05;1747386493;116,77;0,0991;{};com_dimmer
1747386553;6,91;2025-05-16 09:09:13;0,05;1747386553;129,84;0,1151;{};com_dimmer
1747386613;5,14;2025-05-16 09:10:13;0,04;1747386613;118,18;0,0856;{};com_dimmer
1747386673;5,53;2025-05-16 09:11:13;0,05;1747386673;117,17;0,0922;{};com_dimmer
1747386733;5,05;2025-05-16 09:12:13;0,04;1747386733;116,37;0,0842;{};com_dimmer
1747386793;4,98;2025-05-16 09:13:13;0,04;1747386793;118,37;0,083;{};com_dimmer
1747386853;5,15;2025-05-16 09:14:13;0,04;1747386853;119,39;0,0858;{};com_dimmer
1747386913;5,54;2025-05-16 09:15:13;0,05;1747386913;120,05;0,0924;{};com_dimmer
1747386973;6,04;2025-05-16 09:16:13;0,05;1747386973;134,26;0,1007;{};com_dimmer
1747387033;5,79;2025-05-16 09:17:13;0,05;1747387033;126,76;0,0965;{};com_dimmer
1747387093;5,39;2025-05-16 09:18:13;0,04;1747387093;121,7;0,0899;{};com_dimmer
1747387153;6,32;2025-05-16 09:19:13;0,05;1747387153;121,77;0,1053;{};com_dimmer
1747387213;5,3;2025-05-16 09:20:13;0,05;1747387213;111,45;0,0883;{};com_dimmer
1747387273;7,04;2025-05-16 09:21:13;0,05;1747387273;138,42;0,1173;{};com_dimmer
1747387333;5,74;2025-05-16 09:22:13;0,04;1747387333;130,22;0,0957;{};com_dimmer
1747387393;4,94;2025-05-16 09:23:13;0,04;1747387393;116,2;0,0824;{};com_dimmer
1747387453;5,65;2025-05-16 09:24:13;0,04;1747387453;137,54;0,0942;{};com_dimmer
1747387513;5,73;2025-05-16 09:25:13;0,04;1747387513;138,5;0,0955;{};com_dimmer
1747387573;4,77;2025-05-16 09:26:13;0,04;1747387573;115,63;0,0794;{};com_dimmer
1747387633;5,67;2025-05-16 09:27:13;0,04;1747387633;127,22;0,0945;{};com_dimmer
1747387693;4,75;2025-05-16 09:28:13;0,04;1747387693;115,07;0,0792;{};com_dimmer
1747387753;4,66;2025-05-16 09:29:13;0,04;1747387753;116,54;0,0776;{};com_dimmer
1747387813;5,63;2025-05-16 09:30:13;0,04;1747387813;134,1;0,0939;{};com_dimmer
1747387873;5,98;2025-05-16 09:31:13;0,04;1747387873;136,9;0,0996;{};com_dimmer
1747387933;5,61;2025-05-16 09:32:13;0,04;1747387933;132,55;0,0935;{};com_dimmer
1747387993;5,39;2025-05-16 09:33:13;0,05;1747387993;115,97;0,0899;{};com_dimmer
1747388053;5,54;2025-05-16 09:34:13;0,05;1747388053;119,81;0,0923;{};com_dimmer
1747388113;5,07;2025-05-16 09:35:13;0,04;1747388113;116,32;0,0844;{};com_dimmer
1747388173;5,26;2025-05-16 09:36:13;0,05;1747388173;115,78;0,0877;{};com_dimmer
1747388233;6,05;2025-05-16 09:37:13;0,05;1747388233;126,38;0,1009;{};com_dimmer
1747388293;5,2;2025-05-16 09:38:13;0,04;1747388293;116,79;0,0866;{};com_dimmer
1747388353;6,12;2025-05-16 09:39:13;0,04;1747388353;137,9;0,1019;{};com_dimmer
1747388413;4,9;2025-05-16 09:40:13;0,04;1747388413;115,86;0,0816;{};com_dimmer
1747388473;4,99;2025-05-16 09:41:13;0,04;1747388473;116,2;0,0831;{};com_dimmer
1747388533;5,29;2025-05-16 09:42:13;0,05;1747388533;117,0;0,0882;{};com_dimmer
1747388593;4,97;2025-05-16 09:43:13;0,04;1747388593;115,84;0,0828;{};com_dimmer
1747388653;5,22;2025-05-16 09:44:13;0,05;1747388653;111,45;0,087;{};com_dimmer
1747388713;4,34;2025-05-16 09:45:13;0,04;1747388713;122,33;0,0723;{};com_dimmer
1747388773;4,62;2025-05-16 09:46:13;0,04;1747388773;112,08;0,077;{};com_dimmer
1747388832;4,08;2025-05-16 09:47:12;0,03;1747388832;116,75;0,068;{};com_dimmer
1747388892;5,01;2025-05-16 09:48:12;0,04;1747388892;122,37;0,0836;{};com_dimmer
1747388952;4,45;2025-05-16 09:49:12;0,04;1747388952;120,95;0,0742;{};com_dimmer
1747389012;4,27;2025-05-16 09:50:12;0,04;1747389012;115,04;0,0712;{};com_dimmer
1747389072;5,05;2025-05-16 09:51:12;0,04;1747389072;121,95;0,0842;{};com_dimmer
1747389132;5,32;2025-05-16 09:52:12;0,04;1747389132;130,76;0,0886;{};com_dimmer
1747389192;4,37;2025-05-16 09:53:12;0,04;1747389192;116,71;0,0728;{};com_dimmer
1747389252;4,75;2025-05-16 09:54:12;0,04;1747389252;123,37;0,0791;{};com_dimmer
1747389312;5,01;2025-05-16 09:55:12;0,04;1747389312;123,34;0,0834;{};com_dimmer
1747389372;4,74;2025-05-16 09:56:12;0,04;1747389372;116,75;0,079;{};com_dimmer
1747389432;5,45;2025-05-16 09:57:12;0,05;1747389432;120,38;0,0908;{};com_dimmer
1747389492;5,03;2025-05-16 09:58:12;0,04;1747389492;121,95;0,0839;{};com_dimmer
1747389552;5,8;2025-05-16 09:59:12;0,04;1747389552;132,8;0,0966;{};com_dimmer
1747389612;5,56;2025-05-16 10:00:12;0,04;1747389612;130,62;0,0927;{};com_dimmer
1747389672;4,65;2025-05-16 10:01:12;0,04;1747389672;117,71;0,0775;{};com_dimmer
1747389732;6,01;2025-05-16 10:02:12;0,04;1747389732;135,36;0,1001;{};com_dimmer
1747389792;4,79;2025-05-16 10:03:12;0,04;1747389792;114,73;0,0799;{};com_dimmer
1747389852;4,83;2025-05-16 10:04:12;0,04;1747389852;115,23;0,0806;{};com_dimmer
1747389912;4,99;2025-05-16 10:05:12;0,04;1747389912;116,68;0,0832;{};com_dimmer
1747389972;6,48;2025-05-16 10:06:12;0,05;1747389972;121,28;0,1079;{};com_dimmer
1747390032;5,66;2025-05-16 10:07:12;0,05;1747390032;114,98;0,0943;{};com_dimmer
1747390092;5,74;2025-05-16 10:08:12;0,05;1747390092;116,16;0,0957;{};com_dimmer
1747390152;4,54;2025-05-16 10:09:12;0,04;1747390152;111,41;0,0757;{};com_dimmer
1747390212;4,75;2025-05-16 10:10:12;0,04;1747390212;111,72;0,0792;{};com_dimmer
1747390272;5,33;2025-05-16 10:11:12;0,05;1747390272;114,61;0,0889;{};com_dimmer
1747390332;5,72;2025-05-16 10:12:12;0,05;1747390332;120,71;0,0954;{};com_dimmer
1747390392;5,51;2025-05-16 10:13:12;0,05;1747390392;122,11;0,0919;{};com_dimmer
1747390452;4,81;2025-05-16 10:14:12;0,04;1747390452;114,11;0,0801;{};com_dimmer
1747390512;6,65;2025-05-16 10:15:12;0,05;1747390512;133,19;0,1109;{};com_dimmer
1747390572;6,0;2025-05-16 10:16:12;0,05;1747390572;128,39;0,1;{};com_dimmer
1747390632;5,04;2025-05-16 10:17:12;0,04;1747390632;115,44;0,084;{};com_dimmer
1747390692;5,11;2025-05-16 10:18:12;0,04;1747390692;116,24;0,0851;{};com_dimmer
1747390752;5,09;2025-05-16 10:19:12;0,05;1747390752;113,06;0,0849;{};com_dimmer
1747390812;5,1;2025-05-16 10:20:12;0,04;1747390812;115,0;0,085;{};com_dimmer
1747390872;4,88;2025-05-16 10:21:12;0,04;1747390872;113,74;0,0814;{};com_dimmer
1747390932;4,93;2025-05-16 10:22:12;0,04;1747390932;114,4;0,0822;{};com_dimmer
1747390992;5,57;2025-05-16 10:23:12;0,05;1747390992;119,44;0,0928;{};com_dimmer
1747391052;5,76;2025-05-16 10:24:12;0,05;1747391052;114,13;0,096;{};com_dimmer
1747391112;4,89;2025-05-16 10:25:12;0,04;1747391112;113,86;0,0816;{};com_dimmer
1747391172;4,98;2025-05-16 10:26:12;0,04;1747391172;114,28;0,0829;{};com_dimmer
1747391232;6,1;2025-05-16 10:27:12;0,05;1747391232;133,77;0,1017;{};com_dimmer
1747391292;5,74;2025-05-16 10:28:12;0,05;1747391292;113,76;0,0956;{};com_dimmer
1747391352;6,27;2025-05-16 10:29:12;0,05;1747391352;132,29;0,1045;{};com_dimmer
1747391412;6,55;2025-05-16 10:30:12;0,05;1747391412;120,49;0,1091;{};com_dimmer
1747391472;5,66;2025-05-16 10:31:12;0,04;1747391472;132,19;0,0944;{};com_dimmer
1747391532;5,32;2025-05-16 10:32:12;0,04;1747391532;130,64;0,0886;{};com_dimmer
1747391592;5,89;2025-05-16 10:33:12;0,05;1747391592;116,39;0,0982;{};com_dimmer
1747391652;5,92;2025-05-16 10:34:12;0,05;1747391652;118,7;0,0987;{};com_dimmer
1747391712;5,84;2025-05-16 10:35:12;0,05;1747391712;118,61;0,0973;{};com_dimmer
1747391772;5,4;2025-05-16 10:36:12;0,05;1747391772;114,27;0,09;{};com_dimmer
1747391832;5,92;2025-05-16 10:37:12;0,05;1747391832;120,38;0,0986;{};com_dimmer
1747391892;5,26;2025-05-16 10:38:12;0,05;1747391892;114,86;0,0877;{};com_dimmer
1747391952;4,5;2025-05-16 10:39:12;0,04;1747391952;120,68;0,075;{};com_dimmer
1747392012;4,64;2025-05-16 10:40:12;0,04;1747392012;115,65;0,0773;{};com_dimmer
1747392072;6,33;2025-05-16 10:41:12;0,05;1747392072;129,32;0,1056;{};com_dimmer
1747392132;5,25;2025-05-16 10:42:12;0,05;1747392132;113,63;0,0874;{};com_dimmer
1747392192;5,35;2025-05-16 10:43:12;0,04;1747392192;137,45;0,0892;{};com_dimmer
1747392252;5,1;2025-05-16 10:44:12;0,04;1747392252;115,0;0,085;{};com_dimmer
1747392312;5,46;2025-05-16 10:45:12;0,05;1747392312;109,79;0,0909;{};com_dimmer
1747392372;4,26;2025-05-16 10:46:12;0,04;1747392372;118,05;0,071;{};com_dimmer
1747392432;4,9;2025-05-16 10:47:12;0,04;1747392432;114,59;0,0816;{};com_dimmer
1747392492;5,54;2025-05-16 10:48:12;0,05;1747392492;111,76;0,0924;{};com_dimmer
1747392552;4,56;2025-05-16 10:49:12;0,04;1747392552;111,33;0,0759;{};com_dimmer
1747392612;5,63;2025-05-16 10:50:12;0,04;1747392612;131,55;0,0938;{};com_dimmer
1747392672;4,66;2025-05-16 10:51:12;0,04;1747392672;129,57;0,0776;{};com_dimmer
1747392732;4,46;2025-05-16 10:52:12;0,03;1747392732;129,42;0,0743;{};com_dimmer
1747392792;4,58;2025-05-16 10:53:12;0,04;1747392792;109,61;0,0763;{};com_dimmer
1747392852;4,09;2025-05-16 10:54:12;0,04;1747392852;113,45;0,0682;{};com_dimmer
1747392912;5,17;2025-05-16 10:55:12;0,04;1747392912;135,93;0,0861;{};com_dimmer
1747392972;4,04;2025-05-16 10:56:12;0,04;1747392972;112,85;0,0673;{};com_dimmer
1747393032;4,34;2025-05-16 10:57:12;0,04;1747393032;115,48;0,0723;{};com_dimmer
1747393092;4,65;2025-05-16 10:58:12;0,04;1747393092;113,24;0,0775;{};com_dimmer
1747393152;5,02;2025-05-16 10:59:12;0,04;1747393152;118,37;0,0837;{};com_dimmer
1747393212;5,12;2025-05-16 11:00:12;0,04;1747393212;120,71;0,0854;{};com_dimmer
1747393272;4,59;2025-05-16 11:01:12;0,04;1747393272;111,94;0,0765;{};com_dimmer
1747393332;5,26;2025-05-16 11:02:12;0,04;1747393332;117,47;0,0876;{};com_dimmer
1747393392;4,68;2025-05-16 11:03:12;0,04;1747393392;113,68;0,0781;{};com_dimmer
1747393452;5,11;2025-05-16 11:04:12;0,04;1747393452;115,25;0,0851;{};com_dimmer
1747393512;4,9;2025-05-16 11:05:12;0,04;1747393512;113,82;0,0816;{};com_dimmer
1747393572;4,57;2025-05-16 11:06:12;0,04;1747393572;109,41;0,0762;{};com_dimmer
1747393632;4,57;2025-05-16 11:07:12;0,04;1747393632;111,84;0,0762;{};com_dimmer
1747393692;5,47;2025-05-16 11:08:12;0,05;1747393692;117,47;0,0912;{};com_dimmer
1747393752;4,64;2025-05-16 11:09:12;0,04;1747393752;111,51;0,0773;{};com_dimmer
1747393812;5,0;2025-05-16 11:10:12;0,04;1747393812;114,27;0,0833;{};com_dimmer
1747393872;4,65;2025-05-16 11:11:12;0,04;1747393872;109,75;0,0775;{};com_dimmer
1747393932;6,6;2025-05-16 11:12:12;0,05;1747393932;131,64;0,11;{};com_dimmer
1747393992;4,9;2025-05-16 11:13:12;0,04;1747393992;113,14;0,0817;{};com_dimmer
1747394052;4,68;2025-05-16 11:14:12;0,04;1747394052;111,05;0,0779;{};com_dimmer
1747394112;5,68;2025-05-16 11:15:12;0,04;1747394112;130,86;0,0946;{};com_dimmer
1747394172;5,45;2025-05-16 11:16:12;0,04;1747394172;125,63;0,0908;{};com_dimmer
1747394232;4,69;2025-05-16 11:17:12;0,04;1747394232;110,55;0,0782;{};com_dimmer
1747394292;5,32;2025-05-16 11:18:12;0,04;1747394292;120,86;0,0887;{};com_dimmer
1747394352;4,58;2025-05-16 11:19:12;0,04;1747394352;109,71;0,0763;{};com_dimmer
1747394411;6,37;2025-05-16 11:20:11;0,05;1747394411;129,64;0,1061;{};com_dimmer
1747394471;6,05;2025-05-16 11:21:11;0,04;1747394471;135,89;0,1008;{};com_dimmer
1747394531;4,81;2025-05-16 11:22:11;0,04;1747394531;113,18;0,0802;{};com_dimmer
1747394591;5,92;2025-05-16 11:23:11;0,05;1747394591;127,98;0,0987;{};com_dimmer
1747394651;4,52;2025-05-16 11:24:11;0,04;1747394651;108,37;0,0753;{};com_dimmer
1747394711;4,94;2025-05-16 11:25:11;0,04;1747394711;113,31;0,0824;{};com_dimmer
1747394771;5,02;2025-05-16 11:26:11;0,04;1747394771;113,76;0,0836;{};com_dimmer
1747394831;4,98;2025-05-16 11:27:11;0,04;1747394831;113,14;0,0829;{};com_dimmer
1747394891;4,98;2025-05-16 11:28:11;0,04;1747394891;114,25;0,0829;{};com_dimmer
1747394951;6,01;2025-05-16 11:29:11;0,05;1747394951;116,33;0,1002;{};com_dimmer
1747395011;5,52;2025-05-16 11:30:11;0,05;1747395011;113,06;0,0921;{};com_dimmer
1747395071;5,63;2025-05-16 11:31:11;0,05;1747395071;110,65;0,0939;{};com_dimmer
1747395131;5,86;2025-05-16 11:32:11;0,05;1747395131;116,88;0,0976;{};com_dimmer
1747395191;5,04;2025-05-16 11:33:11;0,04;1747395191;114,17;0,084;{};com_dimmer
1747395251;4,66;2025-05-16 11:34:11;0,04;1747395251;110,07;0,0776;{};com_dimmer
1747395311;5,83;2025-05-16 11:35:11;0,04;1747395311;132,74;0,0972;{};com_dimmer
1747395371;5,17;2025-05-16 11:36:11;0,04;1747395371;117,73;0,0862;{};com_dimmer
